year,ward_no,ward_name,circle,zone,mean_ndvi
2016,109,HAFEEZPET,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.17261046739260263
2016,118,FATEH NAGAR,23-MOOSAPET,KUKATPALLY ZONE,0.14483606470741064
2016,143,TARNAKA,29-SECUNDERABAD,SECUNDERABAD ZONE,0.1976589017069294
2016,8,HABSIGUDA,2-UPPAL,L.B.NAGAR ZONE,0.2663573080386465
2016,40,RIYASATNAGAR,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.12303099685315626
2016,36,LALITHABAGH,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.11209202903654128
2016,34,TALABCHANCHALAM,7-SANTOSH NAGAR,CHARMINAR ZONE,0.05987037682071479
2016,22,CHAITHANYAPURI,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.1652336399807053
2016,37,KURMAGUDA,7-SANTOSH NAGAR,CHARMINAR ZONE,0.10417837110833116
2016,31,REIN BAZAR,7-SANTOSH NAGAR,CHARMINAR ZONE,0.07475740630612897
2016,29,CHAWANI,6-MALAKPET,CHARMINAR ZONE,0.12249733885639093
2016,38,I.S.SADAN,7-SANTOSH NAGAR,CHARMINAR ZONE,0.14557641331142446
2016,18,LINGOJIGUDA,4-LB. NAGAR,L.B.NAGAR ZONE,0.140009338482666
2016,16,HASTHINAPURAM,4-LB. NAGAR,L.B.NAGAR ZONE,0.19184444341638435
2016,20,R.K.PURAM,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.13227770038050699
2016,19,SAROORNAGAR,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.13584159175827804
2016,14,B.N.REDDY NAGAR,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.25637280238530225
2016,12,MANSOORABAD,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.23647301243277052
2016,21,KOTHAPET,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.1628279770526949
2016,11,NAGOLE,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.2685531108113104
2016,10,UPPAL,2-UPPAL,L.B.NAGAR ZONE,0.2476558475621365
2016,GRAMPANCHAYAT PEERZADI GUDA,,GRAMPANCHAYAT PEERZADIGUDA,,0.1567954368534048
2016,KALAVANCHA GRAM PANCHAYATH,,KALAVANCHA GRAMPANCHAYATH,,0.1786770422595058
2016,13,HAYATHNAGAR,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.2558136040707922
2016,15,VANASTHALIPURAM,4-LB. NAGAR,L.B.NAGAR ZONE,0.17979950817608897
2016,26,OLD MALAKPET,6-MALAKPET,CHARMINAR ZONE,0.17996776983822524
2016,17,CHAMPAPET,4-LB. NAGAR,L.B.NAGAR ZONE,0.1306879812064007
2016,39,SANTOSH NAGAR,7-SANTOSH NAGAR,CHARMINAR ZONE,0.13315439269905466
2016,66,LUNGER HOUSE,13-KARWAN,KHAIRATHABAD ZONE,0.28398385851703134
2016,112,RAMACHANDRAPURAM,22-RAMACHANDRAPURAM & PATANCHERUVU,SERILINGAMPALLY ZONE,0.19544546278920807
2016,128,CHINTAL,26-GAJULARAMARAM,KUKATPALLY ZONE,0.236973740199886
2016,126,JAGADGIRI GUTTA,26-GAJULARAMARAM,KUKATPALLY ZONE,0.15482413056453107
2016,129,SURARAM,26-GAJULARAMARAM,KUKATPALLY ZONE,0.22236700954433
2016,133,MACHABOLARUM,27-ALWAL,KUKATPALLY ZONE,0.22773920798841532
2016,138,MOULA-ALI,28-MALKAJGIRI,SECUNDERABAD ZONE,0.1494532495839142
2016,107,MADHAPUR,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.2000232191986262
2016,OU,,OU,,0.37706738602657225
2016,149,BEGUMPET,30-BEGUMPET,SECUNDERABAD ZONE,0.20878189744375703
2016,135,VENKATAPURAM,27-ALWAL,KUKATPALLY ZONE,0.18075580278012696
2016,123,HYDER NAGAR,24-KUKATPALLY,KUKATPALLY ZONE,0.1656632222621127
2016,122,VIVEKANANDA NAGAR COLONY,24-KUKATPALLY,KUKATPALLY ZONE,0.11551665147317268
2016,113,PATANCHERUVU,22-RAMACHANDRAPURAM & PATANCHERUVU,SERILINGAMPALLY ZONE,0.26625104025847796
2016,108,MIYAPUR,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.22335847983355847
2016,41,KANCHANBAGH,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.31541632394510843
2016,7,CHILUKA NAGAR,2-UPPAL,L.B.NAGAR ZONE,0.22513265771044083
2016,9,RAMANTHAPUR,2-UPPAL,L.B.NAGAR ZONE,0.21488845103610563
2016,25,MOOSARAMBAGH,6-MALAKPET,CHARMINAR ZONE,0.14737397758333995
2016,BANDLA GUDA,,BANDLAGUDA,,0.22686386990371918
2016,28,AZAMPURA,6-MALAKPET,CHARMINAR ZONE,0.1281332061717554
2016,56,KISHAN BAGH,10-FALAKNUMA,CHARMINAR ZONE,0.16584017847223403
2016,52,PURANAPOOL,9-CHARMINAR,CHARMINAR ZONE,0.0950620419960423
2016,59,MAILARDEVPALLY,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.23597648759663425
2016,46,FALAKNUMA,10-FALAKNUMA,CHARMINAR ZONE,0.1414779105135869
2016,61,ATTAPUR,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.19563122195318147
2016,60,RAJENDRANAGAR,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.2993642400355587
2016,49,GANSIBAZAR,9-CHARMINAR,CHARMINAR ZONE,0.10805519099493542
2016,33,MOGHALPURA,9-CHARMINAR,CHARMINAR ZONE,0.09545697755609535
2016,47,NAWABSAHEBKUNTA,10-FALAKNUMA,CHARMINAR ZONE,0.1032059886200394
2016,58,SHASTRIPURAM,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.17654421168892473
2016,54,JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,0.10598769925073558
2016,48,SHALIBANDA,9-CHARMINAR,CHARMINAR ZONE,0.10766724227644814
2016,53,DOODBOWLI,10-FALAKNUMA,CHARMINAR ZONE,0.12912954291863105
2016,55,RAMNASTPURA,10-FALAKNUMA,CHARMINAR ZONE,0.29652349494110636
2016,43,CHANDRAYANGUTTA,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.16660876642286915
2016,44,UPPUGUDA,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.11790292832118314
2016,35,GOWLIPURA,7-SANTOSH NAGAR,CHARMINAR ZONE,0.10135136639062889
2016,30,DABEERPURA,6-MALAKPET,CHARMINAR ZONE,0.11525152800527262
2016,32,PATHER GATTI,9-CHARMINAR,CHARMINAR ZONE,0.0954192127202333
2016,23,GADDIANNARAM,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.10193341799784776
2016,24,SAIDABAD,6-MALAKPET,CHARMINAR ZONE,0.15761207138371305
2016,27,AKBERBAGH,6-MALAKPET,CHARMINAR ZONE,0.16717855741677057
2016,45,JANGAMMET,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.13975041226437207
2016,42,BARKAS,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.2341273640897392
2016,57,SULEMAN NAGAR,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.20489111919523625
2016,74,AHMED NAGAR,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.21512167479317698
2016,92,VENKATESHWARA COLONY,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.23177197233406077
2016,89,GANDHINAGAR,15-MUSHEERABAD,SECUNDERABAD ZONE,0.13086668066011214
2016,75,RED HILLS,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.1581385375762679
2016,79,HIMAYATNAGAR,16-AMBERPET,SECUNDERABAD ZONE,0.11088186411547424
2016,88,BHOLAKPUR,15-MUSHEERABAD,SECUNDERABAD ZONE,0.10113445585639183
2016,86,MUSHEERABAD,15-MUSHEERABAD,SECUNDERABAD ZONE,0.12484608757815127
2016,85,ADIKMET,15-MUSHEERABAD,SECUNDERABAD ZONE,0.13555204793982725
2016,87,RAMNAGAR,15-MUSHEERABAD,SECUNDERABAD ZONE,0.14450498665893863
2016,90,KAVADIGUDA,15-MUSHEERABAD,SECUNDERABAD ZONE,0.2064152976929646
2016,93,BANJARA HILLS,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.1721615698658972
2016,91,KHAIRTABAD,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.06903760280949513
2016,103,BORABANDA,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.09099815994512081
2016,97,SOMAJIGUDA,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.14424653963657746
2016,98,AMEERPET,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.16363635593627066
2016,101,ERRAGADDA,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.14120000071974945
2016,100,SANATH NAGAR,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.1556641385012612
2016,99,VENGALRAO NAGAR,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.20000276571427572
2016,102,RAHAMATH NAGAR,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.10422101472566064
2016,6,NACHARAM,1-KAPRA,L.B.NAGAR ZONE,0.21057121553014543
2016,84,BAGH AMBERPET,16-AMBERPET,SECUNDERABAD ZONE,0.15775497441086309
2016,81,NALLAKUNTA,16-AMBERPET,SECUNDERABAD ZONE,0.12683664150315954
2016,80,KACHIGUDA(Barkathpura),16-AMBERPET,SECUNDERABAD ZONE,0.11328768801202725
2016,82,GOLNAKA,16-AMBERPET,SECUNDERABAD ZONE,0.1811383170890398
2016,83,AMBERPET,16-AMBERPET,SECUNDERABAD ZONE,0.22243490383569892
2016,51,GOSHA MAHAL,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.15188107489807498
2016,68,TOLICHOWKI,13-KARWAN,KHAIRATHABAD ZONE,0.27288518859318067
2016,67,GOLCONDA,13-KARWAN,KHAIRATHABAD ZONE,0.20559279626863047
2016,77,JAMBAGH(Nampally),14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.11138346674838605
2016,63,MANGALHAT,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.15396157216755818
2016,71,GUDIMALKAPUR,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.1708205715351071
2016,70,MEHDIPATNAM,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.12794973883652588
2016,76,MALLEPALLY,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.09703003430672831
2016,62,ZIAGUDA,13-KARWAN,KHAIRATHABAD ZONE,0.14597961088790673
2016,72,ASIF NAGAR,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.103216654807293
2016,73,VIJAYANAGAR COLONY,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.134644323270715
2016,5,MALLAPUR,1-KAPRA,L.B.NAGAR ZONE,0.2344703575798258
2016,3,CHERLAPALLY,1-KAPRA,L.B.NAGAR ZONE,0.23990444602709698
2016,96,YOUSUFGUDA,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.17591203614596962
2016,95,JUBILEE HILLS,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.2253973090339855
2016,50,BEGUM BAZAR,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.11386160186542045
2016,78,GUNFOUNDRY(Abids),14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.14898533047320062
2016,65,KARWAN,13-KARWAN,KHAIRATHABAD ZONE,0.15564253014581797
2016,2,DR.A.S.RAO NAGAR,1-KAPRA,L.B.NAGAR ZONE,0.21267026643569448
2016,4,MEERPET H.B.COLONY,1-KAPRA,L.B.NAGAR ZONE,0.22640962515018115
2016,1,KAPRA,1-KAPRA,L.B.NAGAR ZONE,0.23000824004430365
2016,94,SHAIKPET,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.1645979204015964
2016,64,DATTATHREYA NAGAR,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.10242695303720814
2016,69,NANALNAGAR,13-KARWAN,KHAIRATHABAD ZONE,0.2501032684645
2017,127,RANGAREDDY NAGAR,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.16695761432124626
2017,119,OLD BOWENPALLY,24-KUKATPALLY,KUKATPALLY ZONE,0.17848229386598552
2017,145,SEETHAPHALMANDI,29-SECUNDERABAD,SECUNDERABAD ZONE,0.09861849235356614
2017,146,BOUDHA NAGAR,29-SECUNDERABAD,SECUNDERABAD ZONE,0.08740551393989028
2017,147,BANSILALPET,30-BEGUMPET,SECUNDERABAD ZONE,0.15106495312474336
2017,144,METTUGUDA,29-SECUNDERABAD,SECUNDERABAD ZONE,0.22167943678628185
2017,148,RAMGOPALPET,30-BEGUMPET,SECUNDERABAD ZONE,0.11004957444722006
2017,150,MONDA  MARKET,30-BEGUMPET,SECUNDERABAD ZONE,0.12396188655641091
2017,136,NEREDMET,28-MALKAJGIRI,SECUNDERABAD ZONE,0.2532678037600629
2017,141,GOUTHAM NAGAR,28-MALKAJGIRI,SECUNDERABAD ZONE,0.14490636247458982
2017,140,MALKAJGIRI,28-MALKAJGIRI,SECUNDERABAD ZONE,0.15266079385429782
2017,139,EAST ANAND BAGH,28-MALKAJGIRI,SECUNDERABAD ZONE,0.2231941317647086
2017,142,ADDAGUTTA,29-SECUNDERABAD,SECUNDERABAD ZONE,0.19069533219304813
2017,137,VINAYAK NAGAR,28-MALKAJGIRI,SECUNDERABAD ZONE,0.14781557556336075
2017,134,ALWAL,27-ALWAL,KUKATPALLY ZONE,0.18934562015544368
2017,132,JEEDIMETLA,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.2613807836291831
2017,CONTONMENT AREA,,CANTONMENT AREA,,0.2793623370425195
2017,120,BALA NAGAR,24-KUKATPALLY,KUKATPALLY ZONE,0.3134525350701691
2017,130,SUBHASH NAGAR,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.17222270276616292
2017,131,QUTHBULLAPUR,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.2161391579895844
2017,121,KUKATPALLY,24-KUKATPALLY,KUKATPALLY ZONE,0.14717162435749734
2017,125,GAJULARAMARAM,26-GAJULARAMARAM,KUKATPALLY ZONE,0.20691329417941026
2017,124,ALLYWN COLONY,24-KUKATPALLY,KUKATPALLY ZONE,0.1676831227413446
2017,114,K.P.H.B.COLONY,23-MOOSAPET,KUKATPALLY ZONE,0.19457737699058417
2017,116,ALLAPUR,23-MOOSAPET,KUKATPALLY ZONE,0.16797321354417913
2017,115,BALAJI NAGAR,23-MOOSAPET,KUKATPALLY ZONE,0.2542069108922661
2017,117,MOOSAPET,23-MOOSAPET,KUKATPALLY ZONE,0.11196559462330517
2017,105,GACHIBOWLI,20-SERILINGAMPALLY,SERILINGAMPALLY ZONE,0.26138577129852275
2017,110,CHANDANAGAR,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.19465179723402934
2017,111,BHARATHI NAGAR,22-RAMACHANDRAPURAM & PATANCHERUVU,SERILINGAMPALLY ZONE,0.18830383952182966
2017,106,SERILINGAMPALLY,20-SERILINGAMPALLY,SERILINGAMPALLY ZONE,0.23761460772470772
2017,104,KONDAPUR,20-SERILINGAMPALLY,SERILINGAMPALLY ZONE,0.16804979602848164
2017,109,HAFEEZPET,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.16655333368798025
2017,118,FATEH NAGAR,23-MOOSAPET,KUKATPALLY ZONE,0.14417826846376755
2017,143,TARNAKA,29-SECUNDERABAD,SECUNDERABAD ZONE,0.19255546299477888
2017,8,HABSIGUDA,2-UPPAL,L.B.NAGAR ZONE,0.25168807970911833
2017,40,RIYASATNAGAR,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.09525334064129493
2017,36,LALITHABAGH,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.0923801872676855
2017,34,TALABCHANCHALAM,7-SANTOSH NAGAR,CHARMINAR ZONE,0.0450238794197479
2017,22,CHAITHANYAPURI,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.14538644279865387
2017,37,KURMAGUDA,7-SANTOSH NAGAR,CHARMINAR ZONE,0.08299320451352427
2017,31,REIN BAZAR,7-SANTOSH NAGAR,CHARMINAR ZONE,0.05957141323349402
2017,29,CHAWANI,6-MALAKPET,CHARMINAR ZONE,0.09367291654195486
2017,38,I.S.SADAN,7-SANTOSH NAGAR,CHARMINAR ZONE,0.12955733508368963
2017,18,LINGOJIGUDA,4-LB. NAGAR,L.B.NAGAR ZONE,0.11397062266671847
2017,16,HASTHINAPURAM,4-LB. NAGAR,L.B.NAGAR ZONE,0.14965111119531235
2017,20,R.K.PURAM,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.12418445579712023
2017,19,SAROORNAGAR,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.11720961659495353
2017,14,B.N.REDDY NAGAR,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.23788762270691222
2017,12,MANSOORABAD,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.19803843562251486
2017,21,KOTHAPET,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.14476096470289543
2017,11,NAGOLE,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.23624746300354363
2017,10,UPPAL,2-UPPAL,L.B.NAGAR ZONE,0.23471408825746978
2017,GRAMPANCHAYAT PEERZADI GUDA,,GRAMPANCHAYAT PEERZADIGUDA,,0.15559208396795787
2017,KALAVANCHA GRAM PANCHAYATH,,KALAVANCHA GRAMPANCHAYATH,,0.16506406144930763
