year,ward_no,ward_name,circle,zone,mean_ndvi
2018,50,BEGUM BAZAR,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.09601024202314813
2018,78,GUNFOUNDRY(Abids),14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.12551220989706394
2018,65,KARWAN,13-KARWAN,KHAIRATHABAD ZONE,0.12855889252253894
2018,2,DR.A.S.RAO NAGAR,1-KAPRA,L.B.NAGAR ZONE,0.17420657872159856
2018,4,MEERPET H.B.COLONY,1-KAPRA,L.B.NAGAR ZONE,0.18388561488325444
2018,1,KAPRA,1-KAPRA,L.B.NAGAR ZONE,0.18552831850504986
2018,94,SHAIKPET,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.13267578341173053
2018,64,DATTATHREYA NAGAR,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.08832594023215487
2018,69,NANALNAGAR,13-KARWAN,KHAIRATHABAD ZONE,0.19323228832783998
2019,127,RANGAREDDY NAGAR,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.13894923450442714
2019,119,OLD BOWENPALLY,24-KUKATPALLY,KUKATPALLY ZONE,0.15467846511472608
2019,145,SEETHAPHALMANDI,29-SECUNDERABAD,SECUNDERABAD ZONE,0.0916944974868817
2019,146,BOUDHA NAGAR,29-SECUNDERABAD,SECUNDERABAD ZONE,0.08097239599261041
2019,147,BANSILALPET,30-BEGUMPET,SECUNDERABAD ZONE,0.1379919558252124
2019,144,METTUGUDA,29-SECUNDERABAD,SECUNDERABAD ZONE,0.20762327791059257
2019,148,RAMGOPALPET,30-BEGUMPET,SECUNDERABAD ZONE,0.10243394934451124
2019,150,MONDA  MARKET,30-BEGUMPET,SECUNDERABAD ZONE,0.11818749063200237
2019,136,NEREDMET,28-MALKAJGIRI,SECUNDERABAD ZONE,0.2005382107031329
2019,141,GOUTHAM NAGAR,28-MALKAJGIRI,SECUNDERABAD ZONE,0.13495248241295915
2019,140,MALKAJGIRI,28-MALKAJGIRI,SECUNDERABAD ZONE,0.13682611670928543
2019,139,EAST ANAND BAGH,28-MALKAJGIRI,SECUNDERABAD ZONE,0.18361611359751026
2019,142,ADDAGUTTA,29-SECUNDERABAD,SECUNDERABAD ZONE,0.17967260281669817
2019,137,VINAYAK NAGAR,28-MALKAJGIRI,SECUNDERABAD ZONE,0.13516261133349944
2019,134,ALWAL,27-ALWAL,KUKATPALLY ZONE,0.16161138767792357
2019,132,JEEDIMETLA,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.1846426628988613
2019,CONTONMENT AREA,,CANTONMENT AREA,,0.24977535517247956
2019,120,BALA NAGAR,24-KUKATPALLY,KUKATPALLY ZONE,0.24165228160050847
2019,130,SUBHASH NAGAR,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.14438493732504842
2019,131,QUTHBULLAPUR,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.17691003598342805
2019,121,KUKATPALLY,24-KUKATPALLY,KUKATPALLY ZONE,0.13074663003861123
2019,125,GAJULARAMARAM,26-GAJULARAMARAM,KUKATPALLY ZONE,0.1613902613986681
2019,124,ALLYWN COLONY,24-KUKATPALLY,KUKATPALLY ZONE,0.14683638445969885
2019,114,K.P.H.B.COLONY,23-MOOSAPET,KUKATPALLY ZONE,0.17005455377347994
2019,116,ALLAPUR,23-MOOSAPET,KUKATPALLY ZONE,0.1352390900859886
2019,115,BALAJI NAGAR,23-MOOSAPET,KUKATPALLY ZONE,0.21902153050291712
2019,117,MOOSAPET,23-MOOSAPET,KUKATPALLY ZONE,0.11326935925568135
2019,105,GACHIBOWLI,20-SERILINGAMPALLY,SERILINGAMPALLY ZONE,0.19999062327643546
2019,110,CHANDANAGAR,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.17305859286045977
2019,111,BHARATHI NAGAR,22-RAMACHANDRAPURAM & PATANCHERUVU,SERILINGAMPALLY ZONE,0.1772160590516684
2019,106,SERILINGAMPALLY,20-SERILINGAMPALLY,SERILINGAMPALLY ZONE,0.1832650402341549
2019,104,KONDAPUR,20-SERILINGAMPALLY,SERILINGAMPALLY ZONE,0.13653876898541478
2019,109,HAFEEZPET,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.13912128030902
2019,118,FATEH NAGAR,23-MOOSAPET,KUKATPALLY ZONE,0.13146282563233405
2019,143,TARNAKA,29-SECUNDERABAD,SECUNDERABAD ZONE,0.17533989075760734
2019,8,HABSIGUDA,2-UPPAL,L.B.NAGAR ZONE,0.213197984853375
2019,40,RIYASATNAGAR,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.09792028962139385
2019,36,LALITHABAGH,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.08615240083734287
2019,34,TALABCHANCHALAM,7-SANTOSH NAGAR,CHARMINAR ZONE,0.04905869584472339
2019,22,CHAITHANYAPURI,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.15671522850247396
2019,37,KURMAGUDA,7-SANTOSH NAGAR,CHARMINAR ZONE,0.08940798403591668
2019,31,REIN BAZAR,7-SANTOSH NAGAR,CHARMINAR ZONE,0.06515989826902253
2019,29,CHAWANI,6-MALAKPET,CHARMINAR ZONE,0.09977328045282889
2019,38,I.S.SADAN,7-SANTOSH NAGAR,CHARMINAR ZONE,0.13582343228904367
2019,18,LINGOJIGUDA,4-LB. NAGAR,L.B.NAGAR ZONE,0.1152184423555668
2019,16,HASTHINAPURAM,4-LB. NAGAR,L.B.NAGAR ZONE,0.12495956340791506
2019,20,R.K.PURAM,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.11922698959214816
2019,19,SAROORNAGAR,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.12119167455776031
2019,14,B.N.REDDY NAGAR,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.15779037779694838
2019,12,MANSOORABAD,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.14896457198476556
2019,21,KOTHAPET,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.14413579122008546
2019,11,NAGOLE,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.18265159099846318
2019,10,UPPAL,2-UPPAL,L.B.NAGAR ZONE,0.1975197671706977
2019,GRAMPANCHAYAT PEERZADI GUDA,,GRAMPANCHAYAT PEERZADIGUDA,,0.13460331752994145
2019,KALAVANCHA GRAM PANCHAYATH,,KALAVANCHA GRAMPANCHAYATH,,0.12597952626172007
2019,13,HAYATHNAGAR,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.1689586537996373
2019,15,VANASTHALIPURAM,4-LB. NAGAR,L.B.NAGAR ZONE,0.12426092395551168
2019,26,OLD MALAKPET,6-MALAKPET,CHARMINAR ZONE,0.1620083129707628
2019,17,CHAMPAPET,4-LB. NAGAR,L.B.NAGAR ZONE,0.10787046067996137
2019,39,SANTOSH NAGAR,7-SANTOSH NAGAR,CHARMINAR ZONE,0.10964935129998253
2019,66,LUNGER HOUSE,13-KARWAN,KHAIRATHABAD ZONE,0.23530863771698807
2019,112,RAMACHANDRAPURAM,22-RAMACHANDRAPURAM & PATANCHERUVU,SERILINGAMPALLY ZONE,0.15750825127616158
2019,128,CHINTAL,26-GAJULARAMARAM,KUKATPALLY ZONE,0.24060281096026317
2019,126,JAGADGIRI GUTTA,26-GAJULARAMARAM,KUKATPALLY ZONE,0.14499241673288088
2019,129,SURARAM,26-GAJULARAMARAM,KUKATPALLY ZONE,0.19903003752014145
2019,133,MACHABOLARUM,27-ALWAL,KUKATPALLY ZONE,0.19907958584992008
2019,138,MOULA-ALI,28-MALKAJGIRI,SECUNDERABAD ZONE,0.13171963448866553
2019,107,MADHAPUR,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.15138873631258498
2019,OU,,OU,,0.2898303695093696
2019,149,BEGUMPET,30-BEGUMPET,SECUNDERABAD ZONE,0.18386031955390877
2019,135,VENKATAPURAM,27-ALWAL,KUKATPALLY ZONE,0.16100730349581202
2019,123,HYDER NAGAR,24-KUKATPALLY,KUKATPALLY ZONE,0.14921315298273705
2019,122,VIVEKANANDA NAGAR COLONY,24-KUKATPALLY,KUKATPALLY ZONE,0.11168147360432235
2019,113,PATANCHERUVU,22-RAMACHANDRAPURAM & PATANCHERUVU,SERILINGAMPALLY ZONE,0.21929328700345815
2019,108,MIYAPUR,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.18908583135617066
2019,41,KANCHANBAGH,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.23664854033827518
2019,7,CHILUKA NAGAR,2-UPPAL,L.B.NAGAR ZONE,0.18363471335377823
2019,9,RAMANTHAPUR,2-UPPAL,L.B.NAGAR ZONE,0.18210367508778985
2019,25,MOOSARAMBAGH,6-MALAKPET,CHARMINAR ZONE,0.1457948341516564
2019,BANDLA GUDA,,BANDLAGUDA,,0.18491371923887673
2019,28,AZAMPURA,6-MALAKPET,CHARMINAR ZONE,0.11359745039739315
2019,56,KISHAN BAGH,10-FALAKNUMA,CHARMINAR ZONE,0.15182193711024586
2019,52,PURANAPOOL,9-CHARMINAR,CHARMINAR ZONE,0.07985026423024576
2019,59,MAILARDEVPALLY,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.17827128486482471
2019,46,FALAKNUMA,10-FALAKNUMA,CHARMINAR ZONE,0.11069713406632076
2019,61,ATTAPUR,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.15441534991962205
2019,60,RAJENDRANAGAR,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.2185493524064462
2019,49,GANSIBAZAR,9-CHARMINAR,CHARMINAR ZONE,0.10234501950095005
2019,33,MOGHALPURA,9-CHARMINAR,CHARMINAR ZONE,0.07763341277038795
2019,47,NAWABSAHEBKUNTA,10-FALAKNUMA,CHARMINAR ZONE,0.09100651614409358
2019,58,SHASTRIPURAM,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.13454188721085797
2019,54,JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,0.09047496285948461
2019,48,SHALIBANDA,9-CHARMINAR,CHARMINAR ZONE,0.0958111852040349
2019,53,DOODBOWLI,10-FALAKNUMA,CHARMINAR ZONE,0.10813920375732577
2019,55,RAMNASTPURA,10-FALAKNUMA,CHARMINAR ZONE,0.20083795409172772
2019,43,CHANDRAYANGUTTA,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.12733278238622725
2019,44,UPPUGUDA,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.08814443323908096
2019,35,GOWLIPURA,7-SANTOSH NAGAR,CHARMINAR ZONE,0.0859676025891452
2019,30,DABEERPURA,6-MALAKPET,CHARMINAR ZONE,0.10585714256449894
2019,32,PATHER GATTI,9-CHARMINAR,CHARMINAR ZONE,0.08685610422427247
2019,23,GADDIANNARAM,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.09568585710167883
2019,24,SAIDABAD,6-MALAKPET,CHARMINAR ZONE,0.1457034733632004
2019,27,AKBERBAGH,6-MALAKPET,CHARMINAR ZONE,0.15436981704983366
2019,45,JANGAMMET,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.11327549055537675
2019,42,BARKAS,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.18990729689830446
2019,57,SULEMAN NAGAR,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.15985235950873808
2019,74,AHMED NAGAR,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.18274049866716544
2019,92,VENKATESHWARA COLONY,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.19568322524001808
2019,89,GANDHINAGAR,15-MUSHEERABAD,SECUNDERABAD ZONE,0.1234256206632302
2019,75,RED HILLS,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.14515339126371174
2019,79,HIMAYATNAGAR,16-AMBERPET,SECUNDERABAD ZONE,0.10062207449531582
2019,88,BHOLAKPUR,15-MUSHEERABAD,SECUNDERABAD ZONE,0.09176054036763182
2019,86,MUSHEERABAD,15-MUSHEERABAD,SECUNDERABAD ZONE,0.10045083612141203
2019,85,ADIKMET,15-MUSHEERABAD,SECUNDERABAD ZONE,0.12038424744126922
2019,87,RAMNAGAR,15-MUSHEERABAD,SECUNDERABAD ZONE,0.12472141922488476
2019,90,KAVADIGUDA,15-MUSHEERABAD,SECUNDERABAD ZONE,0.1839678967188998
2019,93,BANJARA HILLS,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.15704266788614052
2019,91,KHAIRTABAD,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.06691609462867021
2019,103,BORABANDA,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.07942705701606505
2019,97,SOMAJIGUDA,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.13765437418352577
2019,98,AMEERPET,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.15368204633038773
2019,101,ERRAGADDA,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.1272337488150056
2019,100,SANATH NAGAR,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.14153752051979343
2019,99,VENGALRAO NAGAR,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.18739825372337757
2019,102,RAHAMATH NAGAR,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.09788180041828644
2019,6,NACHARAM,1-KAPRA,L.B.NAGAR ZONE,0.16491337416642818
2019,84,BAGH AMBERPET,16-AMBERPET,SECUNDERABAD ZONE,0.1389966628881117
2019,81,NALLAKUNTA,16-AMBERPET,SECUNDERABAD ZONE,0.11533763592739578
2019,80,KACHIGUDA(Barkathpura),16-AMBERPET,SECUNDERABAD ZONE,0.10936377694407065
2019,82,GOLNAKA,16-AMBERPET,SECUNDERABAD ZONE,0.17038895920012456
2019,83,AMBERPET,16-AMBERPET,SECUNDERABAD ZONE,0.18463714490634958
2019,51,GOSHA MAHAL,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.13520058160362225
2019,68,TOLICHOWKI,13-KARWAN,KHAIRATHABAD ZONE,0.25363327097736627
2019,67,GOLCONDA,13-KARWAN,KHAIRATHABAD ZONE,0.18918230456099547
2019,77,JAMBAGH(Nampally),14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.09918743275916014
2019,63,MANGALHAT,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.12608673280438215
2019,71,GUDIMALKAPUR,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.1410505845554835
2019,70,MEHDIPATNAM,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.11305087429256001
2019,76,MALLEPALLY,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.08706551647949654
2019,62,ZIAGUDA,13-KARWAN,KHAIRATHABAD ZONE,0.1292318470421861
2019,72,ASIF NAGAR,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.09038801599311977
2019,73,VIJAYANAGAR COLONY,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.12319854226821286
2019,5,MALLAPUR,1-KAPRA,L.B.NAGAR ZONE,0.1777960486233646
2019,3,CHERLAPALLY,1-KAPRA,L.B.NAGAR ZONE,0.18151062623991301
2019,96,YOUSUFGUDA,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.16230899413861244
2019,95,JUBILEE HILLS,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.2043629545372116
2019,50,BEGUM BAZAR,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.10588960230422786
2019,78,GUNFOUNDRY(Abids),14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.13726922366787367
2019,65,KARWAN,13-KARWAN,KHAIRATHABAD ZONE,0.13620699179545903
2019,2,DR.A.S.RAO NAGAR,1-KAPRA,L.B.NAGAR ZONE,0.17043389225080785
2019,4,MEERPET H.B.COLONY,1-KAPRA,L.B.NAGAR ZONE,0.17818902484580698
2019,1,KAPRA,1-KAPRA,L.B.NAGAR ZONE,0.18911388700978737
2019,94,SHAIKPET,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.13841442187542796
2019,64,DATTATHREYA NAGAR,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.09142578375283779
2019,69,NANALNAGAR,13-KARWAN,KHAIRATHABAD ZONE,0.2117568599543727
2020,127,RANGAREDDY NAGAR,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.1577904786823769
2020,119,OLD BOWENPALLY,24-KUKATPALLY,KUKATPALLY ZONE,0.16556231618391887
2020,145,SEETHAPHALMANDI,29-SECUNDERABAD,SECUNDERABAD ZONE,0.10104144897891416
2020,146,BOUDHA NAGAR,29-SECUNDERABAD,SECUNDERABAD ZONE,0.08794849852535319
2020,147,BANSILALPET,30-BEGUMPET,SECUNDERABAD ZONE,0.15976905075972112
2020,144,METTUGUDA,29-SECUNDERABAD,SECUNDERABAD ZONE,0.2346368027284891
2020,148,RAMGOPALPET,30-BEGUMPET,SECUNDERABAD ZONE,0.12148271669643128
2020,150,MONDA  MARKET,30-BEGUMPET,SECUNDERABAD ZONE,0.13480059991501728
2020,136,NEREDMET,28-MALKAJGIRI,SECUNDERABAD ZONE,0.223609669967737
2020,141,GOUTHAM NAGAR,28-MALKAJGIRI,SECUNDERABAD ZONE,0.14699065643453205
2020,140,MALKAJGIRI,28-MALKAJGIRI,SECUNDERABAD ZONE,0.16552766140730896
2020,139,EAST ANAND BAGH,28-MALKAJGIRI,SECUNDERABAD ZONE,0.20996415135291346
2020,142,ADDAGUTTA,29-SECUNDERABAD,SECUNDERABAD ZONE,0.2055413577129898
2020,137,VINAYAK NAGAR,28-MALKAJGIRI,SECUNDERABAD ZONE,0.14166341127746837
2020,134,ALWAL,27-ALWAL,KUKATPALLY ZONE,0.18411710074210408
2020,132,JEEDIMETLA,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.20082814183653958
2020,CONTONMENT AREA,,CANTONMENT AREA,,0.354651416061508
2020,120,BALA NAGAR,24-KUKATPALLY,KUKATPALLY ZONE,0.288418630262636
2020,130,SUBHASH NAGAR,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.15830072020002006
2020,131,QUTHBULLAPUR,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.19187919666672223
2020,121,KUKATPALLY,24-KUKATPALLY,KUKATPALLY ZONE,0.1394167454540175
2020,125,GAJULARAMARAM,26-GAJULARAMARAM,KUKATPALLY ZONE,0.1628830815817659
2020,124,ALLYWN COLONY,24-KUKATPALLY,KUKATPALLY ZONE,0.14519716394104334
2020,114,K.P.H.B.COLONY,23-MOOSAPET,KUKATPALLY ZONE,0.18205991513926578
2020,116,ALLAPUR,23-MOOSAPET,KUKATPALLY ZONE,0.14268000670825098
2020,115,BALAJI NAGAR,23-MOOSAPET,KUKATPALLY ZONE,0.24365696221869806
2020,117,MOOSAPET,23-MOOSAPET,KUKATPALLY ZONE,0.11798964374689357
2020,105,GACHIBOWLI,20-SERILINGAMPALLY,SERILINGAMPALLY ZONE,0.21536012500901747
2020,110,CHANDANAGAR,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.18117889222916125
2020,111,BHARATHI NAGAR,22-RAMACHANDRAPURAM & PATANCHERUVU,SERILINGAMPALLY ZONE,0.18578318525339432
2020,106,SERILINGAMPALLY,20-SERILINGAMPALLY,SERILINGAMPALLY ZONE,0.18768414185787646
2020,104,KONDAPUR,20-SERILINGAMPALLY,SERILINGAMPALLY ZONE,0.143413435005908
2020,109,HAFEEZPET,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.146513614402446
2020,118,FATEH NAGAR,23-MOOSAPET,KUKATPALLY ZONE,0.14412491565384705
2020,143,TARNAKA,29-SECUNDERABAD,SECUNDERABAD ZONE,0.1941249551357372
2020,8,HABSIGUDA,2-UPPAL,L.B.NAGAR ZONE,0.2560005660913005
2020,40,RIYASATNAGAR,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.10050308877261357
2020,36,LALITHABAGH,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.09459877735774627
2020,34,TALABCHANCHALAM,7-SANTOSH NAGAR,CHARMINAR ZONE,0.05286680262973596
2020,22,CHAITHANYAPURI,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.15265063015249541
2020,37,KURMAGUDA,7-SANTOSH NAGAR,CHARMINAR ZONE,0.0890190616643478
2020,31,REIN BAZAR,7-SANTOSH NAGAR,CHARMINAR ZONE,0.06927202654977457
2020,29,CHAWANI,6-MALAKPET,CHARMINAR ZONE,0.10375281943343216
2020,38,I.S.SADAN,7-SANTOSH NAGAR,CHARMINAR ZONE,0.13533957081651257
2020,18,LINGOJIGUDA,4-LB. NAGAR,L.B.NAGAR ZONE,0.12131215067864963
2020,16,HASTHINAPURAM,4-LB. NAGAR,L.B.NAGAR ZONE,0.14007935485043
2020,20,R.K.PURAM,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.1231777016283644
2020,19,SAROORNAGAR,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.12841016083499124
2020,14,B.N.REDDY NAGAR,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.1915982958913756
2020,12,MANSOORABAD,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.18118468767262658
2020,21,KOTHAPET,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.1443766660796573
2020,11,NAGOLE,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.20719900322708984
2020,10,UPPAL,2-UPPAL,L.B.NAGAR ZONE,0.21908895738401576
2020,GRAMPANCHAYAT PEERZADI GUDA,,GRAMPANCHAYAT PEERZADIGUDA,,0.14558595012033765
2020,KALAVANCHA GRAM PANCHAYATH,,KALAVANCHA GRAMPANCHAYATH,,0.14361095951523756
2020,13,HAYATHNAGAR,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.20027920562415547
2020,15,VANASTHALIPURAM,4-LB. NAGAR,L.B.NAGAR ZONE,0.13992483362477323
2020,26,OLD MALAKPET,6-MALAKPET,CHARMINAR ZONE,0.16467062851929778
2020,17,CHAMPAPET,4-LB. NAGAR,L.B.NAGAR ZONE,0.11242426314466988
2020,39,SANTOSH NAGAR,7-SANTOSH NAGAR,CHARMINAR ZONE,0.10976409999802185
2020,66,LUNGER HOUSE,13-KARWAN,KHAIRATHABAD ZONE,0.24358239622758357
2020,112,RAMACHANDRAPURAM,22-RAMACHANDRAPURAM & PATANCHERUVU,SERILINGAMPALLY ZONE,0.16038068598128666
2020,128,CHINTAL,26-GAJULARAMARAM,KUKATPALLY ZONE,0.25075836836767407
2020,126,JAGADGIRI GUTTA,26-GAJULARAMARAM,KUKATPALLY ZONE,0.1420483240581702
2020,129,SURARAM,26-GAJULARAMARAM,KUKATPALLY ZONE,0.20083968102986088
2020,133,MACHABOLARUM,27-ALWAL,KUKATPALLY ZONE,0.21464519215686678
2020,138,MOULA-ALI,28-MALKAJGIRI,SECUNDERABAD ZONE,0.14686758589777443
2020,107,MADHAPUR,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.15798687871221695
2020,OU,,OU,,0.34684823757394456
2020,149,BEGUMPET,30-BEGUMPET,SECUNDERABAD ZONE,0.20305946751765955
2020,135,VENKATAPURAM,27-ALWAL,KUKATPALLY ZONE,0.17408706037836402
2020,123,HYDER NAGAR,24-KUKATPALLY,KUKATPALLY ZONE,0.15234472732263896
2020,122,VIVEKANANDA NAGAR COLONY,24-KUKATPALLY,KUKATPALLY ZONE,0.11486865909778388
2020,113,PATANCHERUVU,22-RAMACHANDRAPURAM & PATANCHERUVU,SERILINGAMPALLY ZONE,0.20812915817539973
2020,108,MIYAPUR,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.2049833003020627
2020,41,KANCHANBAGH,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.2526758096021043
2020,7,CHILUKA NAGAR,2-UPPAL,L.B.NAGAR ZONE,0.20835349262543662
2020,9,RAMANTHAPUR,2-UPPAL,L.B.NAGAR ZONE,0.18946942711510212
2020,25,MOOSARAMBAGH,6-MALAKPET,CHARMINAR ZONE,0.14366407825234045
2020,BANDLA GUDA,,BANDLAGUDA,,0.18870117428210859
2020,28,AZAMPURA,6-MALAKPET,CHARMINAR ZONE,0.11568829510418233
2020,56,KISHAN BAGH,10-FALAKNUMA,CHARMINAR ZONE,0.15438932761193166
2020,52,PURANAPOOL,9-CHARMINAR,CHARMINAR ZONE,0.07912543621419614
2020,59,MAILARDEVPALLY,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.20010905265990453
2020,46,FALAKNUMA,10-FALAKNUMA,CHARMINAR ZONE,0.11731298979837192
2020,61,ATTAPUR,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.16171717499252944
2020,60,RAJENDRANAGAR,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.25505986465716884
2020,49,GANSIBAZAR,9-CHARMINAR,CHARMINAR ZONE,0.10398040349716466
2020,33,MOGHALPURA,9-CHARMINAR,CHARMINAR ZONE,0.08140390769022574
2020,47,NAWABSAHEBKUNTA,10-FALAKNUMA,CHARMINAR ZONE,0.09679259839733764
2020,58,SHASTRIPURAM,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.14796663843506933
2020,54,JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,0.0963442473882224
2020,48,SHALIBANDA,9-CHARMINAR,CHARMINAR ZONE,0.10124281049924867
2020,53,DOODBOWLI,10-FALAKNUMA,CHARMINAR ZONE,0.11493080526153852
2020,55,RAMNASTPURA,10-FALAKNUMA,CHARMINAR ZONE,0.2119248753417497
2020,43,CHANDRAYANGUTTA,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.13858832165198443
2020,44,UPPUGUDA,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.09325046118019768
2020,35,GOWLIPURA,7-SANTOSH NAGAR,CHARMINAR ZONE,0.09070071362094688
2020,30,DABEERPURA,6-MALAKPET,CHARMINAR ZONE,0.10775203807590278
2020,32,PATHER GATTI,9-CHARMINAR,CHARMINAR ZONE,0.09112644164695152
2020,23,GADDIANNARAM,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.09916216879239159
2020,24,SAIDABAD,6-MALAKPET,CHARMINAR ZONE,0.14137401620351908
2020,27,AKBERBAGH,6-MALAKPET,CHARMINAR ZONE,0.15510441287997287
2020,45,JANGAMMET,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.1227351883267163
2020,42,BARKAS,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.19447299407739715
2020,57,SULEMAN NAGAR,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.1710363522641458
2020,74,AHMED NAGAR,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.20114911600666263
2020,92,VENKATESHWARA COLONY,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.21432701804464438
2020,89,GANDHINAGAR,15-MUSHEERABAD,SECUNDERABAD ZONE,0.12957680018747103
2020,75,RED HILLS,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.15573542711289737
2020,79,HIMAYATNAGAR,16-AMBERPET,SECUNDERABAD ZONE,0.10973392441641874
2020,88,BHOLAKPUR,15-MUSHEERABAD,SECUNDERABAD ZONE,0.10325021256885868
2020,86,MUSHEERABAD,15-MUSHEERABAD,SECUNDERABAD ZONE,0.1187271415008333
2020,85,ADIKMET,15-MUSHEERABAD,SECUNDERABAD ZONE,0.13104786495181203
2020,87,RAMNAGAR,15-MUSHEERABAD,SECUNDERABAD ZONE,0.1395042776732051
2020,90,KAVADIGUDA,15-MUSHEERABAD,SECUNDERABAD ZONE,0.2066114451003008
2020,93,BANJARA HILLS,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.1694633818894059
2020,91,KHAIRTABAD,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.07114916128025575
