year,mean_ndvi
2016,0.25997036033583865
2017,0.29506345587135147
2018,0.28472355823871187
2019,0.250432060558911
2020,0.2879425132793559
2021,0.27726580161828723
2022,0.285669953056555
2023,0.29749494171533303
2024,0.2590270683313424
2025,0.29419481929984903
2026,0.26554080840677585
