year,ward_no,ward_name,circle,zone,mean_ndvi,mean_lst_c
2019,130,SUBHASH NAGAR,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.1443849373250484,40.82840663936585
2019,131,QUTHBULLAPUR,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.176910035983428,40.62200389212067
2019,121,KUKATPALLY,24-KUKATPALLY,KUKATPALLY ZONE,0.1307466300386112,40.4921142397472
2019,125,GAJULARAMARAM,26-GAJULARAMARAM,KUKATPALLY ZONE,0.1613902613986681,39.23223130377401
2019,124,ALLYWN COLONY,24-KUKATPALLY,KUKATPALLY ZONE,0.1468363844596988,40.46371190899712
2019,114,K.P.H.B.COLONY,23-MOOSAPET,KUKATPALLY ZONE,0.1700545537734799,41.802079132915594
2019,116,ALLAPUR,23-MOOSAPET,KUKATPALLY ZONE,0.1352390900859886,40.015160592813906
2019,115,BALAJI NAGAR,23-MOOSAPET,KUKATPALLY ZONE,0.2190215305029171,38.181906212069364
2019,117,MOOSAPET,23-MOOSAPET,KUKATPALLY ZONE,0.1132693592556813,41.281854938277235
2019,105,GACHIBOWLI,20-SERILINGAMPALLY,SERILINGAMPALLY ZONE,0.1999906232764354,38.20201248098586
2019,110,CHANDANAGAR,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.1730585928604597,41.51966020543559
2019,111,BHARATHI NAGAR,22-RAMACHANDRAPURAM & PATANCHERUVU,SERILINGAMPALLY ZONE,0.1772160590516684,39.539211381170496
2019,106,SERILINGAMPALLY,20-SERILINGAMPALLY,SERILINGAMPALLY ZONE,0.1832650402341549,39.40382106399587
2019,104,KONDAPUR,20-SERILINGAMPALLY,SERILINGAMPALLY ZONE,0.1365387689854147,40.173871767409416
2019,109,HAFEEZPET,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.13912128030902,41.670687606947396
2019,118,FATEH NAGAR,23-MOOSAPET,KUKATPALLY ZONE,0.131462825632334,40.32596771938447
2019,143,TARNAKA,29-SECUNDERABAD,SECUNDERABAD ZONE,0.1753398907576073,39.48286334545961
2019,8,HABSIGUDA,2-UPPAL,L.B.NAGAR ZONE,0.213197984853375,38.136619317650705
2019,40,RIYASATNAGAR,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.0979202896213938,40.14948484149961
2019,36,LALITHABAGH,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.0861524008373428,39.575507471895655
2019,34,TALABCHANCHALAM,7-SANTOSH NAGAR,CHARMINAR ZONE,0.0490586958447233,40.090007179864294
2019,22,CHAITHANYAPURI,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.1567152285024739,40.11544365222399
2019,37,KURMAGUDA,7-SANTOSH NAGAR,CHARMINAR ZONE,0.0894079840359166,40.139987367606494
2019,31,REIN BAZAR,7-SANTOSH NAGAR,CHARMINAR ZONE,0.0651598982690225,39.554368101228434
2019,29,CHAWANI,6-MALAKPET,CHARMINAR ZONE,0.0997732804528288,39.53615733411909
2019,38,I.S.SADAN,7-SANTOSH NAGAR,CHARMINAR ZONE,0.1358234322890436,40.431031557321155
2019,18,LINGOJIGUDA,4-LB. NAGAR,L.B.NAGAR ZONE,0.1152184423555668,41.42278801820445
2019,16,HASTHINAPURAM,4-LB. NAGAR,L.B.NAGAR ZONE,0.124959563407915,40.36415376427927
2019,20,R.K.PURAM,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.1192269895921481,40.959201696132
2019,19,SAROORNAGAR,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.1211916745577603,41.44034472685415
2019,14,B.N.REDDY NAGAR,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.1577903777969483,38.83576798680842
2019,12,MANSOORABAD,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.1489645719847655,38.97680981560954
2019,21,KOTHAPET,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.1441357912200854,40.29568806662041
2019,11,NAGOLE,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.1826515909984631,38.044401145487605
2019,10,UPPAL,2-UPPAL,L.B.NAGAR ZONE,0.1975197671706977,37.968579468840254
2019,GRAMPANCHAYAT PEERZADI GUDA,,GRAMPANCHAYAT PEERZADIGUDA,,0.1346033175299414,39.04573934995059
2019,KALAVANCHA GRAM PANCHAYATH,,KALAVANCHA GRAMPANCHAYATH,,0.12597952626172,40.144740891495196
2019,13,HAYATHNAGAR,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.1689586537996373,39.47030106465063
2019,15,VANASTHALIPURAM,4-LB. NAGAR,L.B.NAGAR ZONE,0.1242609239555116,41.082479412371555
2019,26,OLD MALAKPET,6-MALAKPET,CHARMINAR ZONE,0.1620083129707628,39.4081272097009
2019,17,CHAMPAPET,4-LB. NAGAR,L.B.NAGAR ZONE,0.1078704606799613,41.82624253151113
2019,39,SANTOSH NAGAR,7-SANTOSH NAGAR,CHARMINAR ZONE,0.1096493512999825,40.87439074333584
2019,66,LUNGER HOUSE,13-KARWAN,KHAIRATHABAD ZONE,0.235308637716988,38.34378101466805
2019,112,RAMACHANDRAPURAM,22-RAMACHANDRAPURAM & PATANCHERUVU,SERILINGAMPALLY ZONE,0.1575082512761615,40.17420175737268
2019,128,CHINTAL,26-GAJULARAMARAM,KUKATPALLY ZONE,0.2406028109602631,39.041149895188816
2019,126,JAGADGIRI GUTTA,26-GAJULARAMARAM,KUKATPALLY ZONE,0.1449924167328808,39.714829083129445
2019,129,SURARAM,26-GAJULARAMARAM,KUKATPALLY ZONE,0.1990300375201414,37.781476046562304
2019,133,MACHABOLARUM,27-ALWAL,KUKATPALLY ZONE,0.19907958584992,39.875490420586274
2019,138,MOULA-ALI,28-MALKAJGIRI,SECUNDERABAD ZONE,0.1317196344886655,39.31583960062549
2019,107,MADHAPUR,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.1513887363125849,41.085579978550236
2019,OU,,OU,,0.2898303695093696,35.603563506889756
2019,149,BEGUMPET,30-BEGUMPET,SECUNDERABAD ZONE,0.1838603195539087,40.17388312108188
2019,135,VENKATAPURAM,27-ALWAL,KUKATPALLY ZONE,0.161007303495812,39.46032438389134
2019,123,HYDER NAGAR,24-KUKATPALLY,KUKATPALLY ZONE,0.149213152982737,42.217623017865535
2019,122,VIVEKANANDA NAGAR COLONY,24-KUKATPALLY,KUKATPALLY ZONE,0.1116814736043223,41.10480706873853
2019,113,PATANCHERUVU,22-RAMACHANDRAPURAM & PATANCHERUVU,SERILINGAMPALLY ZONE,0.2192932870034581,39.17099244576241
2019,108,MIYAPUR,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.1890858313561706,41.753850030200844
2019,41,KANCHANBAGH,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.2366485403382751,38.11349130195016
2019,7,CHILUKA NAGAR,2-UPPAL,L.B.NAGAR ZONE,0.1836347133537782,38.55385928881351
2019,9,RAMANTHAPUR,2-UPPAL,L.B.NAGAR ZONE,0.1821036750877898,38.094920497645916
2019,25,MOOSARAMBAGH,6-MALAKPET,CHARMINAR ZONE,0.1457948341516564,40.21686483882402
2019,BANDLA GUDA,,BANDLAGUDA,,0.1849137192388767,40.90858795411718
2019,28,AZAMPURA,6-MALAKPET,CHARMINAR ZONE,0.1135974503973931,39.68665274786601
2019,56,KISHAN BAGH,10-FALAKNUMA,CHARMINAR ZONE,0.1518219371102458,39.67709083917194
2019,52,PURANAPOOL,9-CHARMINAR,CHARMINAR ZONE,0.0798502642302457,39.62289629087875
2019,59,MAILARDEVPALLY,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.1782712848648247,39.03819241281956
2019,46,FALAKNUMA,10-FALAKNUMA,CHARMINAR ZONE,0.1106971340663207,40.72145955741992
2019,61,ATTAPUR,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.154415349919622,39.80545243160268
2019,60,RAJENDRANAGAR,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.2185493524064462,38.08102578904021
2019,49,GANSIBAZAR,9-CHARMINAR,CHARMINAR ZONE,0.10234501950095,39.74618959712642
2019,33,MOGHALPURA,9-CHARMINAR,CHARMINAR ZONE,0.0776334127703879,39.82866129915856
2019,47,NAWABSAHEBKUNTA,10-FALAKNUMA,CHARMINAR ZONE,0.0910065161440935,40.023448348014774
2019,58,SHASTRIPURAM,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.1345418872108579,40.22406247753066
2019,54,JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,0.0904749628594846,39.48739709954994
2019,48,SHALIBANDA,9-CHARMINAR,CHARMINAR ZONE,0.0958111852040349,39.80985917859535
2019,53,DOODBOWLI,10-FALAKNUMA,CHARMINAR ZONE,0.1081392037573257,39.48289280668905
2019,55,RAMNASTPURA,10-FALAKNUMA,CHARMINAR ZONE,0.2008379540917277,35.13727098197824
2019,43,CHANDRAYANGUTTA,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.1273327823862272,39.99352389021012
2019,44,UPPUGUDA,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.0881444332390809,39.75464398069927
2019,35,GOWLIPURA,7-SANTOSH NAGAR,CHARMINAR ZONE,0.0859676025891452,39.978415742872365
2019,30,DABEERPURA,6-MALAKPET,CHARMINAR ZONE,0.1058571425644989,40.09676104173255
2019,32,PATHER GATTI,9-CHARMINAR,CHARMINAR ZONE,0.0868561042242724,40.0247186276245
2019,23,GADDIANNARAM,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.0956858571016788,41.363505636835185
2019,24,SAIDABAD,6-MALAKPET,CHARMINAR ZONE,0.1457034733632004,40.98644350257597
2019,27,AKBERBAGH,6-MALAKPET,CHARMINAR ZONE,0.1543698170498336,40.60516988677925
2019,45,JANGAMMET,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.1132754905553767,39.45847059684304
2019,42,BARKAS,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.1899072968983044,39.07070382124741
2019,57,SULEMAN NAGAR,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.159852359508738,39.04205240282611
2019,74,AHMED NAGAR,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.1827404986671654,39.388689230750344
2019,92,VENKATESHWARA COLONY,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.195683225240018,38.85118583220474
2019,89,GANDHINAGAR,15-MUSHEERABAD,SECUNDERABAD ZONE,0.1234256206632302,39.907568111736936
2019,75,RED HILLS,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.1451533912637117,39.48712047828025
2019,79,HIMAYATNAGAR,16-AMBERPET,SECUNDERABAD ZONE,0.1006220744953158,40.34525891361092
2019,88,BHOLAKPUR,15-MUSHEERABAD,SECUNDERABAD ZONE,0.0917605403676318,40.10983026032403
2019,86,MUSHEERABAD,15-MUSHEERABAD,SECUNDERABAD ZONE,0.100450836121412,39.675527182756994
2019,85,ADIKMET,15-MUSHEERABAD,SECUNDERABAD ZONE,0.1203842474412692,39.98490840560825
2019,87,RAMNAGAR,15-MUSHEERABAD,SECUNDERABAD ZONE,0.1247214192248847,40.19647277087194
2019,90,KAVADIGUDA,15-MUSHEERABAD,SECUNDERABAD ZONE,0.1839678967188998,40.026741241351495
2019,93,BANJARA HILLS,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.1570426678861405,39.61549930175101
2019,91,KHAIRTABAD,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.0669160946286702,34.349704026042204
2019,103,BORABANDA,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.079427057016065,40.00776286110203
2019,97,SOMAJIGUDA,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.1376543741835257,39.56257344334733
2019,98,AMEERPET,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.1536820463303877,39.5912026487674
2019,101,ERRAGADDA,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.1272337488150056,40.23220880586224
2019,100,SANATH NAGAR,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.1415375205197934,40.98194666377306
2019,99,VENGALRAO NAGAR,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.1873982537233775,39.39542891746078
2019,102,RAHAMATH NAGAR,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.0978818004182864,40.28058588768848
2019,6,NACHARAM,1-KAPRA,L.B.NAGAR ZONE,0.1649133741664281,39.654725820850125
2019,84,BAGH AMBERPET,16-AMBERPET,SECUNDERABAD ZONE,0.1389966628881117,40.569484438254705
2019,81,NALLAKUNTA,16-AMBERPET,SECUNDERABAD ZONE,0.1153376359273957,39.55495303473987
2019,80,KACHIGUDA(Barkathpura),16-AMBERPET,SECUNDERABAD ZONE,0.1093637769440706,40.20100612207005
2019,82,GOLNAKA,16-AMBERPET,SECUNDERABAD ZONE,0.1703889592001245,39.4534435117211
2019,83,AMBERPET,16-AMBERPET,SECUNDERABAD ZONE,0.1846371449063495,39.50816182326757
2019,51,GOSHA MAHAL,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.1352005816036222,39.9879874048595
2019,68,TOLICHOWKI,13-KARWAN,KHAIRATHABAD ZONE,0.2536332709773662,38.476908470391336
2019,67,GOLCONDA,13-KARWAN,KHAIRATHABAD ZONE,0.1891823045609954,38.947209120758906
2019,77,JAMBAGH(Nampally),14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.0991874327591601,40.08690842874621
2019,63,MANGALHAT,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.1260867328043821,40.0883335146933
2019,71,GUDIMALKAPUR,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.1410505845554835,40.12174058415856
2019,70,MEHDIPATNAM,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.11305087429256,39.776657046884935
2019,76,MALLEPALLY,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.0870655164794965,39.68442793084002
2019,62,ZIAGUDA,13-KARWAN,KHAIRATHABAD ZONE,0.1292318470421861,39.376757865302665
2019,72,ASIF NAGAR,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.0903880159931197,40.82995210694923
2019,73,VIJAYANAGAR COLONY,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.1231985422682128,39.563205152325466
2019,5,MALLAPUR,1-KAPRA,L.B.NAGAR ZONE,0.1777960486233646,38.49620002713365
2019,3,CHERLAPALLY,1-KAPRA,L.B.NAGAR ZONE,0.181510626239913,38.44241086610597
2019,96,YOUSUFGUDA,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.1623089941386124,39.886213839210725
2019,95,JUBILEE HILLS,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.2043629545372116,38.96933564052159
2019,50,BEGUM BAZAR,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.1058896023042278,39.95949639605748
2019,78,GUNFOUNDRY(Abids),14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.1372692236678736,39.96420464562202
2019,65,KARWAN,13-KARWAN,KHAIRATHABAD ZONE,0.136206991795459,40.101569730926585
2019,2,DR.A.S.RAO NAGAR,1-KAPRA,L.B.NAGAR ZONE,0.1704338922508078,38.595979707898906
2019,4,MEERPET H.B.COLONY,1-KAPRA,L.B.NAGAR ZONE,0.1781890248458069,38.37490953694506
2019,1,KAPRA,1-KAPRA,L.B.NAGAR ZONE,0.1891138870097873,38.43755211563101
2019,94,SHAIKPET,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.1384144218754279,40.624427447631476
2019,64,DATTATHREYA NAGAR,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.0914257837528377,40.38693427692998
2019,69,NANALNAGAR,13-KARWAN,KHAIRATHABAD ZONE,0.2117568599543727,38.988211188090425
2020,127,RANGAREDDY NAGAR,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.1577904786823769,38.96352311231655
2020,119,OLD BOWENPALLY,24-KUKATPALLY,KUKATPALLY ZONE,0.1655623161839188,38.219539697449676
2020,145,SEETHAPHALMANDI,29-SECUNDERABAD,SECUNDERABAD ZONE,0.1010414489789141,38.32569809632478
2020,146,BOUDHA NAGAR,29-SECUNDERABAD,SECUNDERABAD ZONE,0.0879484985253531,37.488809570543836
2020,147,BANSILALPET,30-BEGUMPET,SECUNDERABAD ZONE,0.1597690507597211,38.02823789250663
2020,144,METTUGUDA,29-SECUNDERABAD,SECUNDERABAD ZONE,0.2346368027284891,36.49611559862218
2020,148,RAMGOPALPET,30-BEGUMPET,SECUNDERABAD ZONE,0.1214827166964312,38.46813496671641
2020,150,MONDA  MARKET,30-BEGUMPET,SECUNDERABAD ZONE,0.1348005999150172,37.381783135370796
2020,136,NEREDMET,28-MALKAJGIRI,SECUNDERABAD ZONE,0.223609669967737,36.63010178708671
2020,141,GOUTHAM NAGAR,28-MALKAJGIRI,SECUNDERABAD ZONE,0.146990656434532,38.004027768290435
2020,140,MALKAJGIRI,28-MALKAJGIRI,SECUNDERABAD ZONE,0.1655276614073089,37.88856136774817
2020,139,EAST ANAND BAGH,28-MALKAJGIRI,SECUNDERABAD ZONE,0.2099641513529134,37.199235785430176
2020,142,ADDAGUTTA,29-SECUNDERABAD,SECUNDERABAD ZONE,0.2055413577129898,37.25562634366321
2020,137,VINAYAK NAGAR,28-MALKAJGIRI,SECUNDERABAD ZONE,0.1416634112774683,37.409625677208524
2020,134,ALWAL,27-ALWAL,KUKATPALLY ZONE,0.184117100742104,38.24399475236786
2020,132,JEEDIMETLA,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.2008281418365395,37.29811574308502
2020,CONTONMENT AREA,,CANTONMENT AREA,,0.354651416061508,37.091967353153855
2020,120,BALA NAGAR,24-KUKATPALLY,KUKATPALLY ZONE,0.288418630262636,35.765989027396856
2020,130,SUBHASH NAGAR,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.15830072020002,39.92328840471053
2020,131,QUTHBULLAPUR,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.1918791966667222,37.7184985704328
2020,121,KUKATPALLY,24-KUKATPALLY,KUKATPALLY ZONE,0.1394167454540175,39.00464618508027
2020,125,GAJULARAMARAM,26-GAJULARAMARAM,KUKATPALLY ZONE,0.1628830815817659,38.66016627471415
2020,124,ALLYWN COLONY,24-KUKATPALLY,KUKATPALLY ZONE,0.1451971639410433,39.1865907426084
2020,114,K.P.H.B.COLONY,23-MOOSAPET,KUKATPALLY ZONE,0.1820599151392657,38.918199478651054
2020,116,ALLAPUR,23-MOOSAPET,KUKATPALLY ZONE,0.1426800067082509,38.830107579220694
2020,115,BALAJI NAGAR,23-MOOSAPET,KUKATPALLY ZONE,0.243656962218698,36.55300791003667
2020,117,MOOSAPET,23-MOOSAPET,KUKATPALLY ZONE,0.1179896437468935,39.930046049118104
2020,105,GACHIBOWLI,20-SERILINGAMPALLY,SERILINGAMPALLY ZONE,0.2153601250090174,37.604487992678514
2020,110,CHANDANAGAR,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.1811788922291612,39.09898039445266
2020,111,BHARATHI NAGAR,22-RAMACHANDRAPURAM & PATANCHERUVU,SERILINGAMPALLY ZONE,0.1857831852533943,39.12914954248756
2020,106,SERILINGAMPALLY,20-SERILINGAMPALLY,SERILINGAMPALLY ZONE,0.1876841418578764,38.552543524600075
2020,104,KONDAPUR,20-SERILINGAMPALLY,SERILINGAMPALLY ZONE,0.143413435005908,39.73391622976656
2020,109,HAFEEZPET,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.146513614402446,39.492611967310594
2020,118,FATEH NAGAR,23-MOOSAPET,KUKATPALLY ZONE,0.144124915653847,38.6833961521926
2020,143,TARNAKA,29-SECUNDERABAD,SECUNDERABAD ZONE,0.1941249551357372,37.47629414493009
2020,8,HABSIGUDA,2-UPPAL,L.B.NAGAR ZONE,0.2560005660913005,36.07825852450087
2020,40,RIYASATNAGAR,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.1005030887726135,38.43031324788537
2020,36,LALITHABAGH,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.0945987773577462,38.87228343682556
2020,34,TALABCHANCHALAM,7-SANTOSH NAGAR,CHARMINAR ZONE,0.0528668026297359,37.6689022541761
2020,22,CHAITHANYAPURI,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.1526506301524954,38.25268230360359
2020,37,KURMAGUDA,7-SANTOSH NAGAR,CHARMINAR ZONE,0.0890190616643478,38.82849120265462
2020,31,REIN BAZAR,7-SANTOSH NAGAR,CHARMINAR ZONE,0.0692720265497745,37.949251296948894
2020,29,CHAWANI,6-MALAKPET,CHARMINAR ZONE,0.1037528194334321,38.289657400388606
2020,38,I.S.SADAN,7-SANTOSH NAGAR,CHARMINAR ZONE,0.1353395708165125,37.89545712258629
2020,18,LINGOJIGUDA,4-LB. NAGAR,L.B.NAGAR ZONE,0.1213121506786496,39.217039332208046
2020,16,HASTHINAPURAM,4-LB. NAGAR,L.B.NAGAR ZONE,0.14007935485043,38.86344871380327
2020,20,R.K.PURAM,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.1231777016283644,38.796301782173394
2020,19,SAROORNAGAR,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.1284101608349912,38.76919730783662
2020,14,B.N.REDDY NAGAR,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.1915982958913756,37.27706934215209
2020,12,MANSOORABAD,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.1811846876726265,37.12700756008858
2020,21,KOTHAPET,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.1443766660796573,38.49854675154807
2020,11,NAGOLE,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.2071990032270898,36.47345450453803
2020,10,UPPAL,2-UPPAL,L.B.NAGAR ZONE,0.2190889573840157,37.46928471977245
2020,GRAMPANCHAYAT PEERZADI GUDA,,GRAMPANCHAYAT PEERZADIGUDA,,0.1455859501203376,36.938921863906735
2020,KALAVANCHA GRAM PANCHAYATH,,KALAVANCHA GRAMPANCHAYATH,,0.1436109595152375,38.03336589588069
2020,13,HAYATHNAGAR,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.2002792056241554,37.34263821514302
2020,15,VANASTHALIPURAM,4-LB. NAGAR,L.B.NAGAR ZONE,0.1399248336247732,39.093969977035115
2020,26,OLD MALAKPET,6-MALAKPET,CHARMINAR ZONE,0.1646706285192977,37.760677518411
2020,17,CHAMPAPET,4-LB. NAGAR,L.B.NAGAR ZONE,0.1124242631446698,39.15781646909754
2020,39,SANTOSH NAGAR,7-SANTOSH NAGAR,CHARMINAR ZONE,0.1097640999980218,38.935467395539774
2020,66,LUNGER HOUSE,13-KARWAN,KHAIRATHABAD ZONE,0.2435823962275835,36.68011221531624
2020,112,RAMACHANDRAPURAM,22-RAMACHANDRAPURAM & PATANCHERUVU,SERILINGAMPALLY ZONE,0.1603806859812866,39.600178632396215
2020,128,CHINTAL,26-GAJULARAMARAM,KUKATPALLY ZONE,0.250758368367674,36.51577761218737
2020,126,JAGADGIRI GUTTA,26-GAJULARAMARAM,KUKATPALLY ZONE,0.1420483240581702,38.53942963587097
2020,129,SURARAM,26-GAJULARAMARAM,KUKATPALLY ZONE,0.2008396810298608,37.53544713571836
2020,133,MACHABOLARUM,27-ALWAL,KUKATPALLY ZONE,0.2146451921568667,37.68083723193151
2020,138,MOULA-ALI,28-MALKAJGIRI,SECUNDERABAD ZONE,0.1468675858977744,37.81700723535283
2020,107,MADHAPUR,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.1579868787122169,39.32870583627026
2020,OU,,OU,,0.3468482375739445,33.60886870977314
2020,149,BEGUMPET,30-BEGUMPET,SECUNDERABAD ZONE,0.2030594675176595,38.124570272005464
2020,135,VENKATAPURAM,27-ALWAL,KUKATPALLY ZONE,0.174087060378364,38.15095284092071
2020,123,HYDER NAGAR,24-KUKATPALLY,KUKATPALLY ZONE,0.1523447273226389,39.7119589270289
2020,122,VIVEKANANDA NAGAR COLONY,24-KUKATPALLY,KUKATPALLY ZONE,0.1148686590977838,38.8025071044401
2020,113,PATANCHERUVU,22-RAMACHANDRAPURAM & PATANCHERUVU,SERILINGAMPALLY ZONE,0.2081291581753997,37.902908550181266
2020,108,MIYAPUR,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.2049833003020627,38.553013923589916
2020,41,KANCHANBAGH,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.2526758096021043,36.57522603763542
2020,7,CHILUKA NAGAR,2-UPPAL,L.B.NAGAR ZONE,0.2083534926254366,36.8455446700351
2020,9,RAMANTHAPUR,2-UPPAL,L.B.NAGAR ZONE,0.1894694271151021,36.649783449460415
2020,25,MOOSARAMBAGH,6-MALAKPET,CHARMINAR ZONE,0.1436640782523404,38.53652705203324
2020,BANDLA GUDA,,BANDLAGUDA,,0.1887011742821085,40.733688840864765
2020,28,AZAMPURA,6-MALAKPET,CHARMINAR ZONE,0.1156882951041823,37.335401655315906
2020,56,KISHAN BAGH,10-FALAKNUMA,CHARMINAR ZONE,0.1543893276119316,35.65005306798208
2020,52,PURANAPOOL,9-CHARMINAR,CHARMINAR ZONE,0.0791254362141961,37.78010597461482
2020,59,MAILARDEVPALLY,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.2001090526599045,37.154126168265556
2020,46,FALAKNUMA,10-FALAKNUMA,CHARMINAR ZONE,0.1173129897983719,38.59540711978869
2020,61,ATTAPUR,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.1617171749925294,38.392643663639745
2020,60,RAJENDRANAGAR,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.2550598646571688,35.97210593721893
2020,49,GANSIBAZAR,9-CHARMINAR,CHARMINAR ZONE,0.1039804034971646,37.01122179155754
2020,33,MOGHALPURA,9-CHARMINAR,CHARMINAR ZONE,0.0814039076902257,37.76305141713172
2020,47,NAWABSAHEBKUNTA,10-FALAKNUMA,CHARMINAR ZONE,0.0967925983973376,38.72714968279707
2020,58,SHASTRIPURAM,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.1479666384350693,38.139349257174835
2020,54,JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,0.0963442473882224,38.07133494944555
2020,48,SHALIBANDA,9-CHARMINAR,CHARMINAR ZONE,0.1012428104992486,37.61212923384408
2020,53,DOODBOWLI,10-FALAKNUMA,CHARMINAR ZONE,0.1149308052615385,36.840103057895654
2020,55,RAMNASTPURA,10-FALAKNUMA,CHARMINAR ZONE,0.2119248753417497,32.57327767156743
2020,43,CHANDRAYANGUTTA,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.1385883216519844,37.68096407047596
2020,44,UPPUGUDA,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.0932504611801976,39.08540897152064
2020,35,GOWLIPURA,7-SANTOSH NAGAR,CHARMINAR ZONE,0.0907007136209468,37.50475293691318
2020,30,DABEERPURA,6-MALAKPET,CHARMINAR ZONE,0.1077520380759027,37.42337832947092
2020,32,PATHER GATTI,9-CHARMINAR,CHARMINAR ZONE,0.0911264416469515,36.46863470820691
2020,23,GADDIANNARAM,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.0991621687923915,38.92701602267891
2020,24,SAIDABAD,6-MALAKPET,CHARMINAR ZONE,0.141374016203519,38.4025393850038
2020,27,AKBERBAGH,6-MALAKPET,CHARMINAR ZONE,0.1551044128799728,38.00036764359076
2020,45,JANGAMMET,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.1227351883267163,38.23850791718948
2020,42,BARKAS,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.1944729940773971,36.672112103983785
2020,57,SULEMAN NAGAR,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.1710363522641458,36.721330196400125
