year,ward_no,ward_name,circle,zone,mean_ndvi,mean_lst_c
2017,61,ATTAPUR,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.1646286113666752,37.653172740131374
2017,60,RAJENDRANAGAR,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.2728079631942017,37.00407730333058
2017,49,GANSIBAZAR,9-CHARMINAR,CHARMINAR ZONE,0.0910472433059951,38.68504140080166
2017,33,MOGHALPURA,9-CHARMINAR,CHARMINAR ZONE,0.0736158152340587,39.27073695012806
2017,47,NAWABSAHEBKUNTA,10-FALAKNUMA,CHARMINAR ZONE,0.0847629569163046,39.106677193169425
2017,58,SHASTRIPURAM,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.142621619150704,38.504689977741265
2017,54,JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,0.0858955264850388,39.03219510533249
2017,48,SHALIBANDA,9-CHARMINAR,CHARMINAR ZONE,0.0902218907098238,38.967842090952146
2017,53,DOODBOWLI,10-FALAKNUMA,CHARMINAR ZONE,0.1035462686882961,38.65536508494371
2017,55,RAMNASTPURA,10-FALAKNUMA,CHARMINAR ZONE,0.1951655591523498,34.383927219105324
2017,43,CHANDRAYANGUTTA,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.1327424973392453,38.42825971223971
2017,44,UPPUGUDA,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.093655221141659,39.5734788743078
2017,35,GOWLIPURA,7-SANTOSH NAGAR,CHARMINAR ZONE,0.0855182990604942,39.59875353933386
2017,30,DABEERPURA,6-MALAKPET,CHARMINAR ZONE,0.1004481241031234,38.70921352503012
2017,32,PATHER GATTI,9-CHARMINAR,CHARMINAR ZONE,0.0769271341636252,38.72332672834129
2017,23,GADDIANNARAM,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.0833656617065021,39.20553381223766
2017,24,SAIDABAD,6-MALAKPET,CHARMINAR ZONE,0.1324354429236621,38.340794350259614
2017,27,AKBERBAGH,6-MALAKPET,CHARMINAR ZONE,0.1412568375248049,38.44755134957281
2017,45,JANGAMMET,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.1176692209651745,38.729564262768356
2017,42,BARKAS,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.1936630271599875,36.98562735227254
2017,57,SULEMAN NAGAR,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.1668007171975864,38.098854929505414
2017,74,AHMED NAGAR,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.1861065154098576,37.312643084517426
2017,92,VENKATESHWARA COLONY,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.2013404636977693,36.86586462227203
2017,89,GANDHINAGAR,15-MUSHEERABAD,SECUNDERABAD ZONE,0.1136063013225218,38.44080644635376
2017,75,RED HILLS,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.1416282445114824,37.70722237150927
2017,79,HIMAYATNAGAR,16-AMBERPET,SECUNDERABAD ZONE,0.0929624388891993,38.829665441783916
2017,88,BHOLAKPUR,15-MUSHEERABAD,SECUNDERABAD ZONE,0.0916659854852818,38.95886148973506
2017,86,MUSHEERABAD,15-MUSHEERABAD,SECUNDERABAD ZONE,0.1211189131620204,38.74531820150552
2017,85,ADIKMET,15-MUSHEERABAD,SECUNDERABAD ZONE,0.1143906695220604,38.69904714070159
2017,87,RAMNAGAR,15-MUSHEERABAD,SECUNDERABAD ZONE,0.122785712383784,39.55846194078966
2017,90,KAVADIGUDA,15-MUSHEERABAD,SECUNDERABAD ZONE,0.1843925870594837,37.951158836223364
2017,93,BANJARA HILLS,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.1537130266954444,37.22779060880035
2017,91,KHAIRTABAD,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.0523134915399239,32.57157370116503
2017,103,BORABANDA,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.0872615404590425,38.85211348390226
2017,97,SOMAJIGUDA,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.1357941773188209,37.58529125151606
2017,98,AMEERPET,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.1531271569420515,37.49954502979156
2017,101,ERRAGADDA,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.1305005509501634,38.37127157329335
2017,100,SANATH NAGAR,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.1425099895235971,39.00347962416634
2017,99,VENGALRAO NAGAR,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.1862917680463053,37.574334966207495
2017,102,RAHAMATH NAGAR,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.1052201337006471,38.664496684534974
2017,6,NACHARAM,1-KAPRA,L.B.NAGAR ZONE,0.2031072557364772,38.035672828510805
2017,84,BAGH AMBERPET,16-AMBERPET,SECUNDERABAD ZONE,0.1344287529980459,38.42332356123036
2017,81,NALLAKUNTA,16-AMBERPET,SECUNDERABAD ZONE,0.1047465954365306,38.724522887815624
2017,80,KACHIGUDA(Barkathpura),16-AMBERPET,SECUNDERABAD ZONE,0.0935547353913508,38.964436796440054
2017,82,GOLNAKA,16-AMBERPET,SECUNDERABAD ZONE,0.1674520096578617,38.19443910911067
2017,83,AMBERPET,16-AMBERPET,SECUNDERABAD ZONE,0.2042932313363244,38.648748870912904
2017,51,GOSHA MAHAL,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.1336140166836978,37.93792541669078
2017,68,TOLICHOWKI,13-KARWAN,KHAIRATHABAD ZONE,0.2331765253170599,36.71227854173025
2017,67,GOLCONDA,13-KARWAN,KHAIRATHABAD ZONE,0.1863419320127236,37.80708302498992
2017,77,JAMBAGH(Nampally),14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.0899964757999785,38.75832747705096
2017,63,MANGALHAT,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.128337858425396,37.848044183358745
2017,71,GUDIMALKAPUR,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.1476075433066334,38.071224011517714
2017,70,MEHDIPATNAM,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.1033678364796122,37.863388963788964
2017,76,MALLEPALLY,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.0809594708530837,37.92920256118779
2017,62,ZIAGUDA,13-KARWAN,KHAIRATHABAD ZONE,0.1303846884189315,37.90405240289688
2017,72,ASIF NAGAR,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.0860212152398796,38.2025582959057
2017,73,VIJAYANAGAR COLONY,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.1181811111048557,37.45842231265922
2017,5,MALLAPUR,1-KAPRA,L.B.NAGAR ZONE,0.2393807081209945,38.572243861974485
2017,3,CHERLAPALLY,1-KAPRA,L.B.NAGAR ZONE,0.2513308798069724,37.991496292954956
2017,96,YOUSUFGUDA,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.1649179916055254,37.71079004907954
2017,95,JUBILEE HILLS,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.2066186712282303,36.98417703472488
2017,50,BEGUM BAZAR,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.0956229772961373,38.11716554673065
2017,78,GUNFOUNDRY(Abids),14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.1300734279837964,38.30529403939436
2017,65,KARWAN,13-KARWAN,KHAIRATHABAD ZONE,0.1352325085015241,37.97876034765173
2017,2,DR.A.S.RAO NAGAR,1-KAPRA,L.B.NAGAR ZONE,0.2178236604934585,37.503250443686454
2017,4,MEERPET H.B.COLONY,1-KAPRA,L.B.NAGAR ZONE,0.2210356807911364,37.65652133825048
2017,1,KAPRA,1-KAPRA,L.B.NAGAR ZONE,0.2516430764871318,37.358227015643514
2017,94,SHAIKPET,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.1425708421683464,38.151771041653234
2017,64,DATTATHREYA NAGAR,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.0862654096408785,38.28849809296424
2017,69,NANALNAGAR,13-KARWAN,KHAIRATHABAD ZONE,0.215471543870553,37.7663965861867
2018,127,RANGAREDDY NAGAR,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.1333070384103415,39.368757876988276
2018,119,OLD BOWENPALLY,24-KUKATPALLY,KUKATPALLY ZONE,0.142527950201491,38.319869315164944
2018,145,SEETHAPHALMANDI,29-SECUNDERABAD,SECUNDERABAD ZONE,0.0878081150497083,38.1696689640098
2018,146,BOUDHA NAGAR,29-SECUNDERABAD,SECUNDERABAD ZONE,0.0790009809829735,38.01146518004545
2018,147,BANSILALPET,30-BEGUMPET,SECUNDERABAD ZONE,0.1293221073644681,38.50665899664268
2018,144,METTUGUDA,29-SECUNDERABAD,SECUNDERABAD ZONE,0.1868218420757188,37.427884247517966
2018,148,RAMGOPALPET,30-BEGUMPET,SECUNDERABAD ZONE,0.0953718151660065,39.824377292341374
2018,150,MONDA  MARKET,30-BEGUMPET,SECUNDERABAD ZONE,0.1080900675838365,38.800539539824264
2018,136,NEREDMET,28-MALKAJGIRI,SECUNDERABAD ZONE,0.2060557368352356,37.458932343190185
2018,141,GOUTHAM NAGAR,28-MALKAJGIRI,SECUNDERABAD ZONE,0.1274034538501919,37.409878263431075
2018,140,MALKAJGIRI,28-MALKAJGIRI,SECUNDERABAD ZONE,0.1325584300838261,37.55244128869835
2018,139,EAST ANAND BAGH,28-MALKAJGIRI,SECUNDERABAD ZONE,0.1809803337826324,37.66882146068313
2018,142,ADDAGUTTA,29-SECUNDERABAD,SECUNDERABAD ZONE,0.1643738612038752,38.12452914556605
2018,137,VINAYAK NAGAR,28-MALKAJGIRI,SECUNDERABAD ZONE,0.1280541387865384,37.59334264457226
2018,134,ALWAL,27-ALWAL,KUKATPALLY ZONE,0.1527405875693657,38.430884861122024
2018,132,JEEDIMETLA,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.18091554816187,37.57388841371094
2018,CONTONMENT AREA,,CANTONMENT AREA,,0.2143841116572553,40.466161025117465
2018,120,BALA NAGAR,24-KUKATPALLY,KUKATPALLY ZONE,0.2468905964106498,37.030034360701784
2018,130,SUBHASH NAGAR,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.133631583992344,39.686509412642984
2018,131,QUTHBULLAPUR,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.1692102828569741,37.697755552789
2018,121,KUKATPALLY,24-KUKATPALLY,KUKATPALLY ZONE,0.1231552045072449,38.81771184799291
2018,125,GAJULARAMARAM,26-GAJULARAMARAM,KUKATPALLY ZONE,0.1480133216759126,39.739490829153475
2018,124,ALLYWN COLONY,24-KUKATPALLY,KUKATPALLY ZONE,0.1353796963959678,38.68145574018345
2018,114,K.P.H.B.COLONY,23-MOOSAPET,KUKATPALLY ZONE,0.1583888360677754,38.57203326876514
2018,116,ALLAPUR,23-MOOSAPET,KUKATPALLY ZONE,0.1390228867133041,39.32211551109285
2018,115,BALAJI NAGAR,23-MOOSAPET,KUKATPALLY ZONE,0.2111984768248105,37.618484128223315
2018,117,MOOSAPET,23-MOOSAPET,KUKATPALLY ZONE,0.1039982903820626,40.0960087814982
2018,105,GACHIBOWLI,20-SERILINGAMPALLY,SERILINGAMPALLY ZONE,0.1991554100198748,38.82880293246034
2018,110,CHANDANAGAR,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.1610561690127224,38.895323826824345
2018,111,BHARATHI NAGAR,22-RAMACHANDRAPURAM & PATANCHERUVU,SERILINGAMPALLY ZONE,0.1707468114144433,38.229238440123204
2018,106,SERILINGAMPALLY,20-SERILINGAMPALLY,SERILINGAMPALLY ZONE,0.1841626477942723,38.787524234184026
2018,104,KONDAPUR,20-SERILINGAMPALLY,SERILINGAMPALLY ZONE,0.1376668919210185,38.78152332835827
2018,109,HAFEEZPET,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.1387274800597146,38.27758543404607
2018,118,FATEH NAGAR,23-MOOSAPET,KUKATPALLY ZONE,0.1194706612224947,39.27907128684229
2018,143,TARNAKA,29-SECUNDERABAD,SECUNDERABAD ZONE,0.1643173606807123,36.74475882591987
2018,8,HABSIGUDA,2-UPPAL,L.B.NAGAR ZONE,0.2160710073844628,36.4132193113777
2018,40,RIYASATNAGAR,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.0964586099503942,39.008605260501085
2018,36,LALITHABAGH,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.0920566232323917,39.90624559715057
2018,34,TALABCHANCHALAM,7-SANTOSH NAGAR,CHARMINAR ZONE,0.0512053340941825,40.44720889480897
2018,22,CHAITHANYAPURI,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.1522586958059908,38.03292825099376
2018,37,KURMAGUDA,7-SANTOSH NAGAR,CHARMINAR ZONE,0.0866530040684119,39.36863683267363
2018,31,REIN BAZAR,7-SANTOSH NAGAR,CHARMINAR ZONE,0.0632216025079625,39.46050517570056
2018,29,CHAWANI,6-MALAKPET,CHARMINAR ZONE,0.0943143029192856,39.3342258854639
2018,38,I.S.SADAN,7-SANTOSH NAGAR,CHARMINAR ZONE,0.1426513950061567,37.71483327213322
2018,18,LINGOJIGUDA,4-LB. NAGAR,L.B.NAGAR ZONE,0.1095601966529159,38.87393477282244
2018,16,HASTHINAPURAM,4-LB. NAGAR,L.B.NAGAR ZONE,0.1361268963112631,39.0787989803314
2018,20,R.K.PURAM,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.1149554386638262,38.64360069885701
2018,19,SAROORNAGAR,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.114770486607175,38.444382189613805
2018,14,B.N.REDDY NAGAR,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.1789004361814144,38.889233567506686
2018,12,MANSOORABAD,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.1713009750323721,39.27854904336903
2018,21,KOTHAPET,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.140188133232248,38.26392126151153
2018,11,NAGOLE,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.1967204032686541,37.694721887999016
2018,10,UPPAL,2-UPPAL,L.B.NAGAR ZONE,0.198724866596183,37.92949028068054
2018,GRAMPANCHAYAT PEERZADI GUDA,,GRAMPANCHAYAT PEERZADIGUDA,,0.1373640505947373,37.38249217393541
2018,KALAVANCHA GRAM PANCHAYATH,,KALAVANCHA GRAMPANCHAYATH,,0.1365763222613108,38.84127147361528
2018,13,HAYATHNAGAR,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.1845302138330682,39.884393679971986
2018,15,VANASTHALIPURAM,4-LB. NAGAR,L.B.NAGAR ZONE,0.1235185342114173,39.08345979864779
2018,26,OLD MALAKPET,6-MALAKPET,CHARMINAR ZONE,0.1553916202933602,37.96288929064799
2018,17,CHAMPAPET,4-LB. NAGAR,L.B.NAGAR ZONE,0.1048469414407782,39.246607493608686
2018,39,SANTOSH NAGAR,7-SANTOSH NAGAR,CHARMINAR ZONE,0.1056367846216349,39.308343827558176
2018,66,LUNGER HOUSE,13-KARWAN,KHAIRATHABAD ZONE,0.2249586619034476,38.40312992547977
2018,112,RAMACHANDRAPURAM,22-RAMACHANDRAPURAM & PATANCHERUVU,SERILINGAMPALLY ZONE,0.158158587066869,39.47099431031044
2018,128,CHINTAL,26-GAJULARAMARAM,KUKATPALLY ZONE,0.2137068214662171,38.74001620353365
2018,126,JAGADGIRI GUTTA,26-GAJULARAMARAM,KUKATPALLY ZONE,0.132387922644738,38.942668844084224
2018,129,SURARAM,26-GAJULARAMARAM,KUKATPALLY ZONE,0.1780906974800961,39.15990461083329
2018,133,MACHABOLARUM,27-ALWAL,KUKATPALLY ZONE,0.1977028495162159,38.762757296543995
2018,138,MOULA-ALI,28-MALKAJGIRI,SECUNDERABAD ZONE,0.127364379023512,38.53226175556011
2018,107,MADHAPUR,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.1466655260257079,39.173835490071376
2018,OU,,OU,,0.2913705675066265,35.36005124244801
2018,149,BEGUMPET,30-BEGUMPET,SECUNDERABAD ZONE,0.1748360878986204,39.17473278824635
2018,135,VENKATAPURAM,27-ALWAL,KUKATPALLY ZONE,0.1551089548854089,38.92783282353846
2018,123,HYDER NAGAR,24-KUKATPALLY,KUKATPALLY ZONE,0.1369863088265278,39.75857180531106
2018,122,VIVEKANANDA NAGAR COLONY,24-KUKATPALLY,KUKATPALLY ZONE,0.1050299657507403,37.98447903876111
2018,113,PATANCHERUVU,22-RAMACHANDRAPURAM & PATANCHERUVU,SERILINGAMPALLY ZONE,0.2083995491927916,38.47571329802422
2018,108,MIYAPUR,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.1786081578919443,39.45855345660339
2018,41,KANCHANBAGH,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.2411051786582432,36.98782637836639
2018,7,CHILUKA NAGAR,2-UPPAL,L.B.NAGAR ZONE,0.1847489102767915,36.989227742763966
2018,9,RAMANTHAPUR,2-UPPAL,L.B.NAGAR ZONE,0.1817951238620468,36.49201869364762
2018,25,MOOSARAMBAGH,6-MALAKPET,CHARMINAR ZONE,0.1336801696828949,37.29959117750161
2018,BANDLA GUDA,,BANDLAGUDA,,0.182370686951893,40.143387845336356
2018,28,AZAMPURA,6-MALAKPET,CHARMINAR ZONE,0.1057409363338257,38.913194145671795
2018,56,KISHAN BAGH,10-FALAKNUMA,CHARMINAR ZONE,0.1462684913939727,38.55759436566377
2018,52,PURANAPOOL,9-CHARMINAR,CHARMINAR ZONE,0.0758780570910881,39.6263202483647
2018,59,MAILARDEVPALLY,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.1836403039724503,38.352488844671306
2018,46,FALAKNUMA,10-FALAKNUMA,CHARMINAR ZONE,0.1086604775759148,39.73798337972266
2018,61,ATTAPUR,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.1483183420564275,38.92572568690419
2018,60,RAJENDRANAGAR,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.2217229144447698,37.750200910511055
2018,49,GANSIBAZAR,9-CHARMINAR,CHARMINAR ZONE,0.0942149876237034,39.32801332488251
2018,33,MOGHALPURA,9-CHARMINAR,CHARMINAR ZONE,0.0752419448151045,40.08293597952114
2018,47,NAWABSAHEBKUNTA,10-FALAKNUMA,CHARMINAR ZONE,0.086682218495887,39.45433734136107
2018,58,SHASTRIPURAM,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.1340434585771231,38.911389892404316
2018,54,JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,0.0864297618574771,39.34005995427918
2018,48,SHALIBANDA,9-CHARMINAR,CHARMINAR ZONE,0.0927300094880308,39.74606256683575
2018,53,DOODBOWLI,10-FALAKNUMA,CHARMINAR ZONE,0.1014981312396631,39.46776385568738
2018,55,RAMNASTPURA,10-FALAKNUMA,CHARMINAR ZONE,0.1607847640852118,34.5545464330866
2018,43,CHANDRAYANGUTTA,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.1303071048234425,38.70560589689853
2018,44,UPPUGUDA,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.0898914356359,39.537041024646186
2018,35,GOWLIPURA,7-SANTOSH NAGAR,CHARMINAR ZONE,0.086393273613689,40.08544962420718
2018,30,DABEERPURA,6-MALAKPET,CHARMINAR ZONE,0.1020179374400143,39.181795442884024
2018,32,PATHER GATTI,9-CHARMINAR,CHARMINAR ZONE,0.0808356470287188,39.18914177851416
2018,23,GADDIANNARAM,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.094346435077947,38.93479908887196
2018,24,SAIDABAD,6-MALAKPET,CHARMINAR ZONE,0.1353237238139183,37.7002123998525
2018,27,AKBERBAGH,6-MALAKPET,CHARMINAR ZONE,0.1389573030435156,37.58794499704128
2018,45,JANGAMMET,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.113465468691507,39.318487331736144
2018,42,BARKAS,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.1910792244301866,38.157107559545814
2018,57,SULEMAN NAGAR,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.1509739205954849,38.30204731791598
2018,74,AHMED NAGAR,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.1686477264661483,38.59703853101649
2018,92,VENKATESHWARA COLONY,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.1824667567756334,37.632271776190976
2018,89,GANDHINAGAR,15-MUSHEERABAD,SECUNDERABAD ZONE,0.1122577634794149,38.17410533443371
2018,75,RED HILLS,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.1352260736738674,37.86599260464017
2018,79,HIMAYATNAGAR,16-AMBERPET,SECUNDERABAD ZONE,0.0950752641171105,38.96700019713356
2018,88,BHOLAKPUR,15-MUSHEERABAD,SECUNDERABAD ZONE,0.0857305665407519,39.19274038426865
2018,86,MUSHEERABAD,15-MUSHEERABAD,SECUNDERABAD ZONE,0.0979285949589925,37.77937560604563
2018,85,ADIKMET,15-MUSHEERABAD,SECUNDERABAD ZONE,0.1098451317724942,37.59539545599095
2018,87,RAMNAGAR,15-MUSHEERABAD,SECUNDERABAD ZONE,0.1156894738321144,38.43915754459808
2018,90,KAVADIGUDA,15-MUSHEERABAD,SECUNDERABAD ZONE,0.1704824912214455,38.13356507567609
2018,93,BANJARA HILLS,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.1451969866240785,38.23195240720143
2018,91,KHAIRTABAD,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.0517474282368249,33.49925642763163
2018,103,BORABANDA,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.0803977518820514,39.51826961061126
2018,97,SOMAJIGUDA,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.126445896809334,38.80717964129958
2018,98,AMEERPET,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.1392008413076914,38.148717882350006
2018,101,ERRAGADDA,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.1172621965759118,39.21598565309352
2018,100,SANATH NAGAR,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.1312389476551073,39.30138334047165
2018,99,VENGALRAO NAGAR,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.1691409656535833,39.233410629729335
2018,102,RAHAMATH NAGAR,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.0917631430854305,40.31755773094884
2018,6,NACHARAM,1-KAPRA,L.B.NAGAR ZONE,0.1699848999002172,37.67536105090463
2018,84,BAGH AMBERPET,16-AMBERPET,SECUNDERABAD ZONE,0.130460069568255,36.55087197874498
2018,81,NALLAKUNTA,16-AMBERPET,SECUNDERABAD ZONE,0.1048828409584072,37.76146178355254
2018,80,KACHIGUDA(Barkathpura),16-AMBERPET,SECUNDERABAD ZONE,0.0983087848406542,37.50813053536733
2018,82,GOLNAKA,16-AMBERPET,SECUNDERABAD ZONE,0.1619700416902754,37.15488573714811
2018,83,AMBERPET,16-AMBERPET,SECUNDERABAD ZONE,0.1786375002888007,36.94736301606373
2018,51,GOSHA MAHAL,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.1273744527077046,38.56055622481158
2018,68,TOLICHOWKI,13-KARWAN,KHAIRATHABAD ZONE,0.2233552411529791,36.901160580472016
2018,67,GOLCONDA,13-KARWAN,KHAIRATHABAD ZONE,0.1669886205774917,38.315377158330236
2018,77,JAMBAGH(Nampally),14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.0934750775933021,38.58867853822654
2018,63,MANGALHAT,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.1230639491079966,38.587451820160446
2018,71,GUDIMALKAPUR,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.1326422325043728,39.5362828678197
2018,70,MEHDIPATNAM,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.1052779355526978,39.261604776242585
2018,76,MALLEPALLY,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.0845931278133168,38.480084576894384
2018,62,ZIAGUDA,13-KARWAN,KHAIRATHABAD ZONE,0.1277826550093223,38.645275435887065
2018,72,ASIF NAGAR,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.089792170409918,39.30742206254889
2018,73,VIJAYANAGAR COLONY,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.1165772991349277,38.74789811377455
2018,5,MALLAPUR,1-KAPRA,L.B.NAGAR ZONE,0.1893938805422486,38.81295280953437
2018,3,CHERLAPALLY,1-KAPRA,L.B.NAGAR ZONE,0.2030372008497,39.262824076755905
2018,96,YOUSUFGUDA,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.1506236821320919,39.23020137859497
2018,95,JUBILEE HILLS,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.1904585017341708,37.64435808356551
2018,50,BEGUM BAZAR,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.0960102420231481,38.50615059713749
2018,78,GUNFOUNDRY(Abids),14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.1255122098970639,37.89610203636504
2018,65,KARWAN,13-KARWAN,KHAIRATHABAD ZONE,0.1285588925225389,39.09853444649842
2018,2,DR.A.S.RAO NAGAR,1-KAPRA,L.B.NAGAR ZONE,0.1742065787215985,38.42334016457488
2018,4,MEERPET H.B.COLONY,1-KAPRA,L.B.NAGAR ZONE,0.1838856148832544,38.015340919342115
2018,1,KAPRA,1-KAPRA,L.B.NAGAR ZONE,0.1855283185050498,38.04957045910069
2018,94,SHAIKPET,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.1326757834117305,38.8719069355966
2018,64,DATTATHREYA NAGAR,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.0883259402321548,39.12564267970212
2018,69,NANALNAGAR,13-KARWAN,KHAIRATHABAD ZONE,0.1932322883278399,38.54379396672406
2019,127,RANGAREDDY NAGAR,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.1389492345044271,40.16482249955704
2019,119,OLD BOWENPALLY,24-KUKATPALLY,KUKATPALLY ZONE,0.154678465114726,39.60416748498201
2019,145,SEETHAPHALMANDI,29-SECUNDERABAD,SECUNDERABAD ZONE,0.0916944974868817,40.021891225723884
2019,146,BOUDHA NAGAR,29-SECUNDERABAD,SECUNDERABAD ZONE,0.0809723959926104,39.22074079125855
2019,147,BANSILALPET,30-BEGUMPET,SECUNDERABAD ZONE,0.1379919558252124,39.82172905689516
2019,144,METTUGUDA,29-SECUNDERABAD,SECUNDERABAD ZONE,0.2076232779105925,39.970546803655346
2019,148,RAMGOPALPET,30-BEGUMPET,SECUNDERABAD ZONE,0.1024339493445112,39.77901314276838
2019,150,MONDA  MARKET,30-BEGUMPET,SECUNDERABAD ZONE,0.1181874906320023,39.83999084774188
2019,136,NEREDMET,28-MALKAJGIRI,SECUNDERABAD ZONE,0.2005382107031329,38.80345135643029
2019,141,GOUTHAM NAGAR,28-MALKAJGIRI,SECUNDERABAD ZONE,0.1349524824129591,40.027648156705375
2019,140,MALKAJGIRI,28-MALKAJGIRI,SECUNDERABAD ZONE,0.1368261167092854,39.41268732146449
2019,139,EAST ANAND BAGH,28-MALKAJGIRI,SECUNDERABAD ZONE,0.1836161135975102,38.064001207774055
2019,142,ADDAGUTTA,29-SECUNDERABAD,SECUNDERABAD ZONE,0.1796726028166981,39.13661910978795
2019,137,VINAYAK NAGAR,28-MALKAJGIRI,SECUNDERABAD ZONE,0.1351626113334994,39.093343909464146
2019,134,ALWAL,27-ALWAL,KUKATPALLY ZONE,0.1616113876779235,39.67786799827944
2019,132,JEEDIMETLA,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.1846426628988613,39.25266480591976
2019,CONTONMENT AREA,,CANTONMENT AREA,,0.2497753551724795,40.228557850724314
2019,120,BALA NAGAR,24-KUKATPALLY,KUKATPALLY ZONE,0.2416522816005084,37.520200024510295
